date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:12:15	567/567	---M--	200	added ('OK')	image/png	etag:ab9d993f78165509b00ccd5b03e70740	https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Flag_of_Greece.svg/255px-Flag_of_Greece.svg.png	C:/Users/urvi/Downloads/www.faimconference.org/upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Flag_of_Greece.svg/255px-Flag_of_Greece.svg.png	(from https://www.faimconference.org/conference/history)
10:12:16	332/332	---M--	200	added ('OK')	image/png	etag:2d359913cadb2809e937660633224429	https://upload.wikimedia.org/wikipedia/commons/thumb/4/45/Flag_of_Ireland.svg/255px-Flag_of_Ireland.svg.png	C:/Users/urvi/Downloads/www.faimconference.org/upload.wikimedia.org/wikipedia/commons/thumb/4/45/Flag_of_Ireland.svg/255px-Flag_of_Ireland.svg.png	(from https://www.faimconference.org/conference/history)
10:12:16	343/343	---M--	200	added ('OK')	image/png	etag:d78554779bda7c191fe7c4dc81a005cc	https://upload.wikimedia.org/wikipedia/en/thumb/0/03/Flag_of_Italy.svg/255px-Flag_of_Italy.svg.png	C:/Users/urvi/Downloads/www.faimconference.org/upload.wikimedia.org/wikipedia/en/thumb/0/03/Flag_of_Italy.svg/255px-Flag_of_Italy.svg.png	(from https://www.faimconference.org/conference/history)
10:12:17	7107/7107	---M--	200	added ('OK')	image/png	etag:c86e98fac12619c4a447503b36f27280	https://upload.wikimedia.org/wikipedia/commons/thumb/0/09/Flag_of_South_Korea.svg/255px-Flag_of_South_Korea.svg.png	C:/Users/urvi/Downloads/www.faimconference.org/upload.wikimedia.org/wikipedia/commons/thumb/0/09/Flag_of_South_Korea.svg/255px-Flag_of_South_Korea.svg.png	(from https://www.faimconference.org/conference/history)
10:12:17	2671/2671	---M--	200	added ('OK')	image/png	etag:b92c5090de05a5c7d2d3a7291baf9057	https://upload.wikimedia.org/wikipedia/en/thumb/a/ae/Flag_of_the_United_Kingdom.svg/255px-Flag_of_the_United_Kingdom.svg.png	C:/Users/urvi/Downloads/www.faimconference.org/upload.wikimedia.org/wikipedia/en/thumb/a/ae/Flag_of_the_United_Kingdom.svg/255px-Flag_of_the_United_Kingdom.svg.png	(from https://www.faimconference.org/conference/history)
10:12:17	419/419	---M--	200	added ('OK')	image/png	etag:be9c97152b90e190cb6496d39bd4c5b7	https://upload.wikimedia.org/wikipedia/commons/thumb/b/bc/Flag_of_Finland.svg/255px-Flag_of_Finland.svg.png	C:/Users/urvi/Downloads/www.faimconference.org/upload.wikimedia.org/wikipedia/commons/thumb/b/bc/Flag_of_Finland.svg/255px-Flag_of_Finland.svg.png	(from https://www.faimconference.org/conference/history)
10:12:18	2035/2035	---M--	200	added ('OK')	image/png	etag:54b786b9d3be7f5816058dfd2b8bcd58	https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Flag_of_the_Republic_of_China.svg/255px-Flag_of_the_Republic_of_China.svg.png	C:/Users/urvi/Downloads/www.faimconference.org/upload.wikimedia.org/wikipedia/commons/thumb/7/72/Flag_of_the_Republic_of_China.svg/255px-Flag_of_the_Republic_of_China.svg.png	(from https://www.faimconference.org/conference/history)
10:12:18	420/420	---M--	200	added ('OK')	image/png	etag:457253fd510895757eb272ca75c4787a	https://upload.wikimedia.org/wikipedia/en/thumb/4/4c/Flag_of_Sweden.svg/255px-Flag_of_Sweden.svg.png	C:/Users/urvi/Downloads/www.faimconference.org/upload.wikimedia.org/wikipedia/en/thumb/4/4c/Flag_of_Sweden.svg/255px-Flag_of_Sweden.svg.png	(from https://www.faimconference.org/conference/history)
10:12:19	5017/5017	---M--	200	added ('OK')	image/png	etag:500c3f1ef42d431af46efeaf47099b8d	https://upload.wikimedia.org/wikipedia/commons/thumb/8/89/Bandera_de_Espa%c3%b1a.svg/200px-Bandera_de_Espa%c3%b1a.svg.png	C:/Users/urvi/Downloads/www.faimconference.org/upload.wikimedia.org/wikipedia/commons/thumb/8/89/Bandera_de_Espa%c3%b1a.svg/200px-Bandera_de_Espa%c3%b1a.svg.png	(from https://www.faimconference.org/conference/history)
10:12:19	2221/2221	---M--	200	added ('OK')	image/png	etag:dcc62066e6d893026a2933e817d7d87a	https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Flag_of_Canada_(Pantone).svg/255px-Flag_of_Canada_(Pantone).svg.png	C:/Users/urvi/Downloads/www.faimconference.org/upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Flag_of_Canada_(Pantone).svg/255px-Flag_of_Canada_(Pantone).svg.png	(from https://www.faimconference.org/conference/history)
10:12:19	332/332	---M--	200	added ('OK')	image/png	etag:557d0a9aeb0e302a98796cee77e2805e	https://upload.wikimedia.org/wikipedia/en/thumb/b/ba/Flag_of_Germany.svg/255px-Flag_of_Germany.svg.png	C:/Users/urvi/Downloads/www.faimconference.org/upload.wikimedia.org/wikipedia/en/thumb/b/ba/Flag_of_Germany.svg/255px-Flag_of_Germany.svg.png	(from https://www.faimconference.org/conference/history)
10:12:20	383/383	---M--	200	added ('OK')	image/png	etag:1d541ccda7fddaceadfba50f26a799fc	https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/Flag_of_the_Netherlands.svg/255px-Flag_of_the_Netherlands.svg.png	C:/Users/urvi/Downloads/www.faimconference.org/upload.wikimedia.org/wikipedia/commons/thumb/2/20/Flag_of_the_Netherlands.svg/255px-Flag_of_the_Netherlands.svg.png	(from https://www.faimconference.org/conference/history)
10:12:20	61739/61739	---M--	200	added ('OK')	image/png	etag:%2265a15f2e-f12b%22	https://www.faimconference.org/images/FAIM2024/BU Registration Fee.png	C:/Users/urvi/Downloads/www.faimconference.org/www.faimconference.org/images/FAIM2024/BU Registration Fee.png	(from https://www.faimconference.org/participation/registration-fee)
10:12:21	38731/38731	---M--	200	added ('OK')	image/png	etag:%22657c5086-974b%22	https://www.faimconference.org/images/Blue_and_White_Cursor_Click_Social_Media_Day_Social_Media_Graphic_1.png	C:/Users/urvi/Downloads/www.faimconference.org/www.faimconference.org/images/Blue_and_White_Cursor_Click_Social_Media_Day_Social_Media_Graphic_1.png	(from https://www.faimconference.org/submissions/fast-tracksubmission)
10:12:22	573346/573346	---M--	200	added ('OK')	application/zip	etag:%22616604ac-8bfa2%22	https://www.faimconference.org/images/2022-Documents/splnproc1703.zip	C:/Users/urvi/Downloads/www.faimconference.org/www.faimconference.org/images/2022-Documents/splnproc1703.zip	(from https://www.faimconference.org/submissions/fast-tracksubmission)
10:12:22	294981/294981	---M--	200	added ('OK')	application/pdf	etag:%2261660998-48045%22	https://www.faimconference.org/images/2022-Documents/Springer_Guidelines_for_Authors_of_Proceedings.pdf	C:/Users/urvi/Downloads/www.faimconference.org/www.faimconference.org/images/2022-Documents/Springer_Guidelines_for_Authors_of_Proceedings.pdf	(from https://www.faimconference.org/submissions/fast-tracksubmission)
10:12:22	54158/54158	---M--	200	added ('OK')	image/png	etag:%2265368ee0-d38e%22	https://www.faimconference.org/images/FAIM2024/abstract-submission-button.png	C:/Users/urvi/Downloads/www.faimconference.org/www.faimconference.org/images/FAIM2024/abstract-submission-button.png	(from https://www.faimconference.org/submissions/abstract-submission)
10:12:22	109480/109480	---M--	200	added ('OK')	application/octet-stream-unknown	etag:%221aba8-60863edab24de%22	https://www.faimconference.org/images/FAIM2024/Abstract_Submission_Form_FAIM2024.docx	C:/Users/urvi/Downloads/www.faimconference.org/www.faimconference.org/images/FAIM2024/Abstract_Submission_Form_FAIM2024.docx	(from https://www.faimconference.org/submissions/abstract-submission)
10:12:23	185226/185226	---M--	200	added ('OK')	image/png	etag:%2265ae3c78-2d38a%22	https://www.faimconference.org/images/FAIM2024/Mohammad Yunus.png	C:/Users/urvi/Downloads/www.faimconference.org/www.faimconference.org/images/FAIM2024/Mohammad Yunus.png	(from https://www.faimconference.org/program/keynote-speakers)
10:12:23	1840673/1840673	---M--	200	added ('OK')	application/zip	etag:%22616604ac-1c1621%22	https://www.faimconference.org/images/2022-Documents/ProcSci_TeX.zip	C:/Users/urvi/Downloads/www.faimconference.org/www.faimconference.org/images/2022-Documents/ProcSci_TeX.zip	(from https://www.faimconference.org/submissions/fast-tracksubmission)
10:12:24	207016/207016	---M--	200	added ('OK')	image/png	etag:%2265d5b9a4-328a8%22	https://www.faimconference.org/images/FAIM2024/BU Scehdule.png	C:/Users/urvi/Downloads/www.faimconference.org/www.faimconference.org/images/FAIM2024/BU Scehdule.png	(from https://www.faimconference.org/program/general-program)
10:12:24	21676/21676	---MCZ	200	added ('OK')	text/html	date:Thu,%2014%20Mar%202024%2014:12:23%20GMT	https://www.faimconference.org/program/keynote-speakers/10-program/69-dr-fujimoto-takahiro	C:/Users/urvi/Downloads/www.faimconference.org/www.faimconference.org/program/keynote-speakers/10-program/69-dr-fujimoto-takahiro.html	(from https://www.faimconference.org/program/keynote-speakers)
10:12:24	10052/10052	---M--	200	added ('OK')	image/png	etag:%2265aa8c5d-2744%22	https://www.faimconference.org/images/FAIM2024/Home.png	C:/Users/urvi/Downloads/www.faimconference.org/www.faimconference.org/images/FAIM2024/Home.png	(from https://www.faimconference.org/program/keynote-speakers)
10:12:24	264328/264328	---M--	200	added ('OK')	image/png	etag:%2265ab4293-40888%22	https://www.faimconference.org/images/FAIM2024/Fu Fuming.png	C:/Users/urvi/Downloads/www.faimconference.org/www.faimconference.org/images/FAIM2024/Fu Fuming.png	(from https://www.faimconference.org/program/keynote-speakers)
